period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.314,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0,0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,29000,29000,,,0.0,0.0,0.0,0.0,0.0,0.0,29000.0,29000.0,29000,29000,,,0.0,0.0,0.0,0.0,0.0,0.0,29000.0,29000.0,9.8,9.8
1,1.0,1.0,11576.0,11576.0,,,-7500,-7500,372.0,372.0,1884.0,1884.0,706.0,706.0,-4538.0,24462.0,,,-7317.0,-7317.0,363.0,363.0,1838.0,1838.0,689.0,689.0,-4427.0,24573.0,3.0,12.8
2,2.0,2.0,11576.0,23152.0,,,,,372.0,744.0,1884.0,3768.0,706.0,1412.0,2962.0,27425.0,,,,,354.0,717.0,1793.0,3631.0,672.0,1361.0,2820.0,27393.0,3.0,15.8
3,3.0,3.0,11576.0,34728.0,,,,,372.0,1117.0,1884.0,5652.0,706.0,2118.0,2962.0,30387.0,,,,,346.0,1063.0,1749.0,5381.0,656.0,2017.0,2751.0,30143.0,3.0,18.8
4,4.0,4.0,11576.0,46304.0,,,,,372.0,1489.0,1884.0,7536.0,706.0,2825.0,2962.0,33349.0,,,,,337.0,1400.0,1707.0,7088.0,640.0,2656.0,2684.0,32827.0,3.0,21.8
5,5.0,5.0,11576.0,57880.0,,,,,372.0,1861.0,1884.0,9420.0,706.0,3531.0,2962.0,36312.0,,,,,329.0,1729.0,1665.0,8753.0,624.0,3281.0,2618.0,35445.0,3.0,24.8
6,6.0,6.0,11576.0,69456.0,,,,,372.0,2233.0,1884.0,11304.0,706.0,4237.0,2962.0,39274.0,,,,,321.0,2050.0,1625.0,10377.0,609.0,3889.0,2554.0,38000.0,3.0,27.8
7,7.0,7.0,11576.0,81032.0,,,,,372.0,2605.0,1884.0,13188.0,706.0,4943.0,2962.0,42236.0,,,,,313.0,2363.0,1585.0,11962.0,594.0,4484.0,2492.0,40492.0,3.0,30.8
8,8.0,8.0,11576.0,92608.0,,,,,372.0,2978.0,1884.0,15072.0,706.0,5649.0,2962.0,45199.0,,,,,305.0,2669.0,1546.0,13509.0,580.0,5063.0,2431.0,42923.0,3.0,33.8
9,9.0,9.0,11576.0,104184.0,,,,,372.0,3350.0,1884.0,16956.0,706.0,6355.0,2962.0,48161.0,,,,,298.0,2967.0,1509.0,15017.0,565.0,5629.0,2372.0,45295.0,3.0,36.8
10,10.0,10.0,11576.0,115760.0,,,,,372.0,3722.0,1884.0,18840.0,706.0,7061.0,2962.0,51123.0,,,,,291.0,3257.0,1472.0,16489.0,552.0,6180.0,2314.0,47609.0,3.0,39.8
11,11.0,11.0,11576.0,127336.0,,,,,372.0,4094.0,1884.0,20724.0,706.0,7767.0,2962.0,54086.0,,,,,284.0,3541.0,1436.0,17925.0,538.0,6718.0,2258.0,49867.0,3.0,42.8
12,12.0,12.0,11576.0,138912.0,,,,,372.0,4466.0,1884.0,22608.0,706.0,8474.0,2962.0,57048.0,,,,,277.0,3818.0,1401.0,19326.0,525.0,7243.0,2203.0,52070.0,3.0,45.8
13,13.0,13.0,11576.0,150488.0,,,,,372.0,4839.0,1884.0,24492.0,706.0,9180.0,2962.0,60010.0,,,,,270.0,4088.0,1367.0,20692.0,512.0,7756.0,2149.0,54219.0,3.0,48.8
13.14,13.14,13.14,1620.6400000000067,152108.64,,,,,52.0,4891.0,264.0,24756.0,99.0,9279.0,415.0,60425.0,,,,,38.0,4126.0,191.0,20883.0,71.0,7827.0,300.0,54519.0,0.4,49.2
post-use,13.14,14.454000000000002,0.0,152108.64,0,29000,0,-7500,0.0,4891.0,0.0,24756.0,0.0,9279.0,0.0,60425.0,0,29000,0.0,-7317.0,0.0,4126.0,0.0,20883.0,0.0,7827.0,0.0,54519.0,0.0,49.2
