period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.314,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,21700,21700,,,0.0,0.0,0.0,0.0,0.0,0.0,21700.0,21700.0,21700,21700,,,0.0,0.0,0.0,0.0,0.0,0.0,21700.0,21700.0,5.5,5.5
1,1.0,1.0,11576.0,11576.0,,,,,1313.0,1313.0,1788.0,1788.0,1169.0,1169.0,4270.0,25970.0,,,,,1281.0,1281.0,1744.0,1744.0,1141.0,1141.0,4166.0,25866.0,3.1,8.6
2,2.0,2.0,11576.0,23152.0,,,,,1313.0,2626.0,1788.0,3576.0,1169.0,2338.0,4270.0,30240.0,,,,,1250.0,2531.0,1702.0,3446.0,1113.0,2253.0,4064.0,29930.0,3.1,11.6
3,3.0,3.0,11576.0,34728.0,,,,,1313.0,3939.0,1788.0,5364.0,1169.0,3508.0,4270.0,34511.0,,,,,1219.0,3750.0,1660.0,5107.0,1086.0,3339.0,3965.0,33896.0,3.1,14.7
4,4.0,4.0,11576.0,46304.0,,,,,1313.0,5252.0,1788.0,7152.0,1169.0,4677.0,4270.0,38781.0,,,,,1190.0,4939.0,1620.0,6726.0,1059.0,4398.0,3869.0,37764.0,3.1,17.8
5,5.0,5.0,11576.0,57880.0,,,,,1313.0,6565.0,1788.0,8940.0,1169.0,5846.0,4270.0,43051.0,,,,,1160.0,6100.0,1580.0,8307.0,1033.0,5432.0,3774.0,41539.0,3.1,20.9
6,6.0,6.0,11576.0,69456.0,,,,,1313.0,7878.0,1788.0,10728.0,1169.0,7015.0,4270.0,47321.0,,,,,1132.0,7232.0,1542.0,9849.0,1008.0,6440.0,3682.0,45221.0,3.1,24.0
7,7.0,7.0,11576.0,81032.0,,,,,1313.0,9191.0,1788.0,12516.0,1169.0,8184.0,4270.0,51591.0,,,,,1105.0,8337.0,1504.0,11353.0,984.0,7424.0,3592.0,48813.0,3.1,27.0
8,8.0,8.0,11576.0,92608.0,,,,,1313.0,10504.0,1788.0,14304.0,1169.0,9353.0,4270.0,55861.0,,,,,1078.0,9414.0,1467.0,12820.0,960.0,8383.0,3505.0,52318.0,3.1,30.1
9,9.0,9.0,11576.0,104184.0,,,,,1313.0,11817.0,1788.0,16092.0,1169.0,10523.0,4270.0,60132.0,,,,,1051.0,10466.0,1432.0,14252.0,936.0,9319.0,3419.0,55737.0,3.1,33.2
10,10.0,10.0,11576.0,115760.0,,,,,1313.0,13130.0,1788.0,17880.0,1169.0,11692.0,4270.0,64402.0,,,,,1026.0,11491.0,1397.0,15649.0,913.0,10233.0,3336.0,59073.0,3.1,36.3
11,11.0,11.0,11576.0,127336.0,,,,,1313.0,14443.0,1788.0,19668.0,1169.0,12861.0,4270.0,68672.0,,,,,1001.0,12492.0,1363.0,17011.0,891.0,11124.0,3254.0,62327.0,3.1,39.4
12,12.0,12.0,11576.0,138912.0,,,,,1313.0,15756.0,1788.0,21456.0,1169.0,14030.0,4270.0,72942.0,,,,,976.0,13468.0,1329.0,18341.0,869.0,11993.0,3175.0,65502.0,3.1,42.4
13,13.0,13.0,11576.0,150488.0,,,,,1313.0,17069.0,1788.0,23244.0,1169.0,15199.0,4270.0,77212.0,,,,,952.0,14421.0,1297.0,19638.0,848.0,12841.0,3098.0,68600.0,3.1,45.5
13.14,13.14,13.14,1620.6400000000067,152108.64,,,,,184.0,17253.0,250.0,23494.0,164.0,15363.0,598.0,77810.0,,,,,133.0,14554.0,181.0,19819.0,118.0,12960.0,432.0,69032.0,0.4,45.9
post-use,13.14,14.454000000000002,0.0,152108.64,0,21700,0,0,0.0,17253.0,0.0,23494.0,0.0,15363.0,0.0,77810.0,0,21700,0,0,0.0,14554.0,0.0,19819.0,0.0,12960.0,0.0,69032.0,0.0,45.9
