period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.54,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,64207,64207,,,0.0,0.0,0.0,0.0,0.0,0.0,64207.0,64207.0,64207,64207,,,0.0,0.0,0.0,0.0,0.0,0.0,64207.0,64207.0,5.5,5.5
1,1.0,1.0,11687.0,11687.0,,,,,2807.0,2807.0,1788.0,1788.0,1180.0,1180.0,5775.0,69982.0,,,,,2738.0,2738.0,1744.0,1744.0,1152.0,1152.0,5634.0,69841.0,5.4,10.9
2,2.0,2.0,11687.0,23374.0,,,,,2807.0,5613.0,1788.0,3576.0,1180.0,2361.0,5775.0,75757.0,,,,,2672.0,5410.0,1702.0,3446.0,1124.0,2275.0,5497.0,75338.0,5.4,16.2
3,3.0,3.0,11687.0,35061.0,,,,,2807.0,8420.0,1788.0,5364.0,1180.0,3541.0,5775.0,81532.0,,,,,2606.0,8016.0,1660.0,5107.0,1096.0,3371.0,5363.0,80701.0,5.4,21.6
4,4.0,4.0,11687.0,46748.0,,,,,2807.0,11227.0,1788.0,7152.0,1180.0,4722.0,5775.0,87308.0,,,,,2543.0,10559.0,1620.0,6726.0,1069.0,4441.0,5232.0,85933.0,5.4,27.0
5,5.0,5.0,11687.0,58435.0,,,,,2807.0,14034.0,1788.0,8940.0,1180.0,5902.0,5775.0,93083.0,,,,,2481.0,13040.0,1580.0,8307.0,1043.0,5484.0,5104.0,91037.0,5.4,32.4
6,6.0,6.0,11687.0,70122.0,,,,,2807.0,16840.0,1788.0,10728.0,1180.0,7082.0,5775.0,98858.0,,,,,2420.0,15460.0,1542.0,9849.0,1018.0,6502.0,4980.0,96017.0,5.4,37.8
7,7.0,7.0,11687.0,81809.0,,,,,2807.0,19647.0,1788.0,12516.0,1180.0,8263.0,5775.0,104633.0,,,,,2361.0,17821.0,1504.0,11353.0,993.0,7495.0,4858.0,100876.0,5.4,43.2
8,8.0,8.0,11687.0,93496.0,,,,,2807.0,22454.0,1788.0,14304.0,1180.0,9443.0,5775.0,110408.0,,,,,2304.0,20125.0,1467.0,12820.0,969.0,8464.0,4740.0,105616.0,5.4,48.6
9,9.0,9.0,11687.0,105183.0,,,,,2807.0,25261.0,1788.0,16092.0,1180.0,10623.0,5775.0,116183.0,,,,,2247.0,22372.0,1432.0,14252.0,945.0,9409.0,4624.0,110240.0,5.4,54.0
10,10.0,10.0,11687.0,116870.0,,,,,2807.0,28067.0,1788.0,17880.0,1180.0,11804.0,5775.0,121958.0,,,,,2193.0,24565.0,1397.0,15649.0,922.0,10331.0,4512.0,114751.0,5.4,59.4
11,11.0,11.0,11687.0,128557.0,,,,,2807.0,30874.0,1788.0,19668.0,1180.0,12984.0,5775.0,127733.0,,,,,2139.0,26704.0,1363.0,17011.0,900.0,11230.0,4401.0,119153.0,5.4,64.7
12,12.0,12.0,11687.0,140244.0,,,,,2807.0,33681.0,1788.0,21456.0,1180.0,14165.0,5775.0,133509.0,,,,,2087.0,28791.0,1329.0,18341.0,878.0,12108.0,4294.0,123447.0,5.4,70.1
13,13.0,13.0,11687.0,151931.0,,,,,2807.0,36488.0,1788.0,23244.0,1180.0,15345.0,5775.0,139284.0,,,,,2036.0,30827.0,1297.0,19638.0,856.0,12964.0,4189.0,127636.0,5.4,75.5
14,14.0,14.0,11687.0,163618.0,,,,,2807.0,39294.0,1788.0,25032.0,1180.0,16525.0,5775.0,145059.0,,,,,1986.0,32813.0,1265.0,20903.0,835.0,13800.0,4087.0,131724.0,5.4,80.9
15,15.0,15.0,11687.0,175305.0,,,,,2807.0,42101.0,1788.0,26820.0,1180.0,17706.0,5775.0,150834.0,,,,,1938.0,34751.0,1235.0,22138.0,815.0,14615.0,3988.0,135711.0,5.4,86.3
15.4,15.4,15.4,4674.800000000004,179979.80000000002,,,,,1123.0,43224.0,715.0,27535.0,472.0,18178.0,2310.0,153144.0,,,,,768.0,35519.0,489.0,22627.0,323.0,14938.0,1579.0,137290.0,2.2,88.5
post-use,15.4,16.94,0.0,179979.80000000002,0,64207,0,0,0.0,43224.0,0.0,27535.0,0.0,18178.0,0.0,153144.0,0,64207,0,0,0.0,35519.0,0.0,22627.0,0.0,14938.0,0.0,137290.0,0.0,88.5
