period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.314,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,21700,21700,,,0.0,0.0,0.0,0.0,0.0,0.0,21700.0,21700.0,21700,21700,,,0.0,0.0,0.0,0.0,0.0,0.0,21700.0,21700.0,5.5,5.5
1,1.0,1.0,11576.0,11576.0,,,,,1007.0,1007.0,1788.0,1788.0,1169.0,1169.0,3964.0,25664.0,,,,,983.0,983.0,1744.0,1744.0,1141.0,1141.0,3868.0,25568.0,3.1,8.6
2,2.0,2.0,11576.0,23152.0,,,,,1007.0,2014.0,1788.0,3576.0,1169.0,2338.0,3964.0,29629.0,,,,,959.0,1941.0,1702.0,3446.0,1113.0,2253.0,3773.0,29341.0,3.1,11.6
3,3.0,3.0,11576.0,34728.0,,,,,1007.0,3021.0,1788.0,5364.0,1169.0,3508.0,3964.0,33593.0,,,,,935.0,2876.0,1660.0,5107.0,1086.0,3339.0,3681.0,33022.0,3.1,14.7
4,4.0,4.0,11576.0,46304.0,,,,,1007.0,4028.0,1788.0,7152.0,1169.0,4677.0,3964.0,37557.0,,,,,912.0,3789.0,1620.0,6726.0,1059.0,4398.0,3591.0,36614.0,3.1,17.8
5,5.0,5.0,11576.0,57880.0,,,,,1007.0,5036.0,1788.0,8940.0,1169.0,5846.0,3964.0,41521.0,,,,,890.0,4679.0,1580.0,8307.0,1033.0,5432.0,3504.0,40117.0,3.1,20.9
6,6.0,6.0,11576.0,69456.0,,,,,1007.0,6043.0,1788.0,10728.0,1169.0,7015.0,3964.0,45486.0,,,,,868.0,5547.0,1542.0,9849.0,1008.0,6440.0,3418.0,43536.0,3.1,24.0
7,7.0,7.0,11576.0,81032.0,,,,,1007.0,7050.0,1788.0,12516.0,1169.0,8184.0,3964.0,49450.0,,,,,847.0,6395.0,1504.0,11353.0,984.0,7424.0,3335.0,46871.0,3.1,27.0
8,8.0,8.0,11576.0,92608.0,,,,,1007.0,8057.0,1788.0,14304.0,1169.0,9353.0,3964.0,53414.0,,,,,827.0,7221.0,1467.0,12820.0,960.0,8383.0,3254.0,50124.0,3.1,30.1
9,9.0,9.0,11576.0,104184.0,,,,,1007.0,9064.0,1788.0,16092.0,1169.0,10523.0,3964.0,57379.0,,,,,806.0,8028.0,1432.0,14252.0,936.0,9319.0,3174.0,53299.0,3.1,33.2
10,10.0,10.0,11576.0,115760.0,,,,,1007.0,10071.0,1788.0,17880.0,1169.0,11692.0,3964.0,61343.0,,,,,787.0,8814.0,1397.0,15649.0,913.0,10233.0,3097.0,56396.0,3.1,36.3
11,11.0,11.0,11576.0,127336.0,,,,,1007.0,11078.0,1788.0,19668.0,1169.0,12861.0,3964.0,65307.0,,,,,768.0,9582.0,1363.0,17011.0,891.0,11124.0,3021.0,59417.0,3.1,39.4
12,12.0,12.0,11576.0,138912.0,,,,,1007.0,12085.0,1788.0,21456.0,1169.0,14030.0,3964.0,69271.0,,,,,749.0,10331.0,1329.0,18341.0,869.0,11993.0,2948.0,62365.0,3.1,42.4
13,13.0,13.0,11576.0,150488.0,,,,,1007.0,13092.0,1788.0,23244.0,1169.0,15199.0,3964.0,73236.0,,,,,731.0,11061.0,1297.0,19638.0,848.0,12841.0,2876.0,65241.0,3.1,45.5
13.14,13.14,13.14,1620.6400000000067,152108.64,,,,,141.0,13233.0,250.0,23494.0,164.0,15363.0,555.0,73791.0,,,,,102.0,11163.0,181.0,19819.0,118.0,12960.0,401.0,65642.0,0.4,45.9
post-use,13.14,14.454000000000002,0.0,152108.64,0,21700,0,0,0.0,13233.0,0.0,23494.0,0.0,15363.0,0.0,73791.0,0,21700,0,0,0.0,11163.0,0.0,19819.0,0.0,12960.0,0.0,65642.0,0.0,45.9
