period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.314,0.0,0.0,0.0,0.0,0,0,,,,,,,0.0,0.0,0.0,0.0,0,0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,47196.0,47196.0,,,0.0,0.0,0.0,0.0,0.0,0.0,47196.0,47196.0,47196.0,47196.0,,,0.0,0.0,0.0,0.0,0.0,0.0,47196.0,47196.0,5.5,5.5
1,1.0,1.0,11576.0,11576.0,,,,,1145.0,1145.0,1788.0,1788.0,1169.0,1169.0,4102.0,51297.0,,,,,1117.0,1117.0,1744.0,1744.0,1141.0,1141.0,4002.0,51197.0,3.2,8.7
2,2.0,2.0,11576.0,23152.0,,,,,1145.0,2289.0,1788.0,3576.0,1169.0,2338.0,4102.0,55399.0,,,,,1090.0,2206.0,1702.0,3446.0,1113.0,2253.0,3904.0,55102.0,3.2,11.9
3,3.0,3.0,11576.0,34728.0,,,,,1145.0,3434.0,1788.0,5364.0,1169.0,3508.0,4102.0,59501.0,,,,,1063.0,3269.0,1660.0,5107.0,1086.0,3339.0,3809.0,58911.0,3.2,15.1
4,4.0,4.0,11576.0,46304.0,,,,,1145.0,4579.0,1788.0,7152.0,1169.0,4677.0,4102.0,63603.0,,,,,1037.0,4306.0,1620.0,6726.0,1059.0,4398.0,3716.0,62627.0,3.2,18.3
5,5.0,5.0,11576.0,57880.0,,,,,1145.0,5724.0,1788.0,8940.0,1169.0,5846.0,4102.0,67705.0,,,,,1012.0,5318.0,1580.0,8307.0,1033.0,5432.0,3625.0,66252.0,3.2,21.5
6,6.0,6.0,11576.0,69456.0,,,,,1145.0,6868.0,1788.0,10728.0,1169.0,7015.0,4102.0,71807.0,,,,,987.0,6305.0,1542.0,9849.0,1008.0,6440.0,3537.0,69789.0,3.2,24.7
7,7.0,7.0,11576.0,81032.0,,,,,1145.0,8013.0,1788.0,12516.0,1169.0,8184.0,4102.0,75909.0,,,,,963.0,7268.0,1504.0,11353.0,984.0,7424.0,3451.0,73240.0,3.2,27.9
8,8.0,8.0,11576.0,92608.0,,,,,1145.0,9158.0,1788.0,14304.0,1169.0,9353.0,4102.0,80011.0,,,,,940.0,8208.0,1467.0,12820.0,960.0,8383.0,3367.0,76607.0,3.2,31.1
9,9.0,9.0,11576.0,104184.0,,,,,1145.0,10302.0,1788.0,16092.0,1169.0,10523.0,4102.0,84112.0,,,,,917.0,9124.0,1432.0,14252.0,936.0,9319.0,3284.0,79891.0,3.2,34.3
10,10.0,10.0,11576.0,115760.0,,,,,1145.0,11447.0,1788.0,17880.0,1169.0,11692.0,4102.0,88214.0,,,,,894.0,10019.0,1397.0,15649.0,913.0,10233.0,3204.0,83095.0,3.2,37.5
11,11.0,11.0,11576.0,127336.0,,,,,1145.0,12592.0,1788.0,19668.0,1169.0,12861.0,4102.0,92316.0,,,,,872.0,10891.0,1363.0,17011.0,891.0,11124.0,3126.0,86222.0,3.2,40.7
12,12.0,12.0,11576.0,138912.0,,,,,1145.0,13737.0,1788.0,21456.0,1169.0,14030.0,4102.0,96418.0,,,,,851.0,11742.0,1329.0,18341.0,869.0,11993.0,3050.0,89272.0,3.2,43.9
13,13.0,13.0,11576.0,150488.0,,,,,1145.0,14881.0,1788.0,23244.0,1169.0,15199.0,4102.0,100520.0,,,,,830.0,12573.0,1297.0,19638.0,848.0,12841.0,2976.0,92247.0,3.2,47.1
13.14,13.14,13.14,1620.6400000000067,152108.64,,,,,160.0,15042.0,250.0,23494.0,164.0,15363.0,574.0,101094.0,,,,,116.0,12688.0,181.0,19819.0,118.0,12960.0,415.0,92662.0,0.4,47.6
post-use,13.14,14.454000000000002,0.0,152108.64,0.0,47196.0,0,0,0.0,15042.0,0.0,23494.0,0.0,15363.0,0.0,101094.0,0.0,47196.0,0,0,0.0,12688.0,0.0,19819.0,0.0,12960.0,0.0,92662.0,0.0,47.6
