period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.314,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0,0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,61448,61448,,,0.0,0.0,0.0,0.0,0.0,0.0,61448.0,61448.0,61448,61448,,,0.0,0.0,0.0,0.0,0.0,0.0,61448.0,61448.0,9.8,9.8
1,1.0,1.0,11576.0,11576.0,,,-7500,-7500,1231.0,1231.0,1884.0,1884.0,706.0,706.0,-3679.0,57769.0,,,-7317.0,-7317.0,1201.0,1201.0,1838.0,1838.0,689.0,689.0,-3589.0,57859.0,1.5,11.3
2,2.0,2.0,11576.0,23152.0,,,,,1231.0,2461.0,1884.0,3768.0,706.0,1412.0,3821.0,61590.0,,,,,1171.0,2372.0,1793.0,3631.0,672.0,1361.0,3637.0,61495.0,1.5,12.8
3,3.0,3.0,11576.0,34728.0,,,,,1231.0,3692.0,1884.0,5652.0,706.0,2118.0,3821.0,65410.0,,,,,1143.0,3515.0,1749.0,5381.0,656.0,2017.0,3548.0,65043.0,1.5,14.3
4,4.0,4.0,11576.0,46304.0,,,,,1231.0,4923.0,1884.0,7536.0,706.0,2825.0,3821.0,69231.0,,,,,1115.0,4630.0,1707.0,7088.0,640.0,2656.0,3461.0,68505.0,1.5,15.8
5,5.0,5.0,11576.0,57880.0,,,,,1231.0,6153.0,1884.0,9420.0,706.0,3531.0,3821.0,73052.0,,,,,1088.0,5717.0,1665.0,8753.0,624.0,3281.0,3377.0,71882.0,1.5,17.3
6,6.0,6.0,11576.0,69456.0,,,,,1231.0,7384.0,1884.0,11304.0,706.0,4237.0,3821.0,76873.0,,,,,1061.0,6779.0,1625.0,10377.0,609.0,3889.0,3295.0,75176.0,1.5,18.8
7,7.0,7.0,11576.0,81032.0,,,,,1231.0,8615.0,1884.0,13188.0,706.0,4943.0,3821.0,80694.0,,,,,1035.0,7814.0,1585.0,11962.0,594.0,4484.0,3214.0,78391.0,1.5,20.2
8,8.0,8.0,11576.0,92608.0,,,,,1231.0,9845.0,1884.0,15072.0,706.0,5649.0,3821.0,84514.0,,,,,1010.0,8824.0,1546.0,13509.0,580.0,5063.0,3136.0,81527.0,1.5,21.7
9,9.0,9.0,11576.0,104184.0,,,,,1231.0,11076.0,1884.0,16956.0,706.0,6355.0,3821.0,88335.0,,,,,985.0,9810.0,1509.0,15017.0,565.0,5629.0,3059.0,84586.0,1.5,23.2
10,10.0,10.0,11576.0,115760.0,,,,,1231.0,12307.0,1884.0,18840.0,706.0,7061.0,3821.0,92156.0,,,,,961.0,10771.0,1472.0,16489.0,552.0,6180.0,2985.0,87571.0,1.5,24.7
11,11.0,11.0,11576.0,127336.0,,,,,1231.0,13537.0,1884.0,20724.0,706.0,7767.0,3821.0,95977.0,,,,,938.0,11709.0,1436.0,17925.0,538.0,6718.0,2912.0,90483.0,1.5,26.2
12,12.0,12.0,11576.0,138912.0,,,,,1231.0,14768.0,1884.0,22608.0,706.0,8474.0,3821.0,99798.0,,,,,915.0,12624.0,1401.0,19326.0,525.0,7243.0,2841.0,93324.0,1.5,27.7
13,13.0,13.0,11576.0,150488.0,,,,,1231.0,15999.0,1884.0,24492.0,706.0,9180.0,3821.0,103619.0,,,,,893.0,13517.0,1367.0,20692.0,512.0,7756.0,2772.0,96096.0,1.5,29.2
13.14,13.14,13.14,1620.6400000000067,152108.64,,,,,172.0,16171.0,264.0,24756.0,99.0,9279.0,535.0,104153.0,,,,,125.0,13641.0,191.0,20883.0,71.0,7827.0,387.0,96482.0,0.2,29.4
post-use,13.14,14.454000000000002,0.0,152108.64,0,61448,0,-7500,0.0,16171.0,0.0,24756.0,0.0,9279.0,0.0,104153.0,0,61448,0.0,-7317.0,0.0,13641.0,0.0,20883.0,0.0,7827.0,0.0,96482.0,0.0,29.4
