period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.314,0.0,0.0,0.0,0.0,0,0,,,,,,,0.0,0.0,0.0,0.0,0,0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,47196.0,47196.0,,,0.0,0.0,0.0,0.0,0.0,0.0,47196.0,47196.0,47196.0,47196.0,,,0.0,0.0,0.0,0.0,0.0,0.0,47196.0,47196.0,5.5,5.5
1,1.0,1.0,11576.0,11576.0,,,,,1060.0,1060.0,1788.0,1788.0,1169.0,1169.0,4017.0,51213.0,,,,,1034.0,1034.0,1744.0,1744.0,1141.0,1141.0,3919.0,51115.0,3.2,8.7
2,2.0,2.0,11576.0,23152.0,,,,,1060.0,2120.0,1788.0,3576.0,1169.0,2338.0,4017.0,55230.0,,,,,1009.0,2043.0,1702.0,3446.0,1113.0,2253.0,3824.0,54939.0,3.2,11.9
3,3.0,3.0,11576.0,34728.0,,,,,1060.0,3180.0,1788.0,5364.0,1169.0,3508.0,4017.0,59247.0,,,,,984.0,3028.0,1660.0,5107.0,1086.0,3339.0,3730.0,58669.0,3.2,15.1
4,4.0,4.0,11576.0,46304.0,,,,,1060.0,4241.0,1788.0,7152.0,1169.0,4677.0,4017.0,63265.0,,,,,960.0,3988.0,1620.0,6726.0,1059.0,4398.0,3639.0,62309.0,3.2,18.3
5,5.0,5.0,11576.0,57880.0,,,,,1060.0,5301.0,1788.0,8940.0,1169.0,5846.0,4017.0,67282.0,,,,,937.0,4925.0,1580.0,8307.0,1033.0,5432.0,3551.0,65859.0,3.2,21.5
6,6.0,6.0,11576.0,69456.0,,,,,1060.0,6361.0,1788.0,10728.0,1169.0,7015.0,4017.0,71299.0,,,,,914.0,5839.0,1542.0,9849.0,1008.0,6440.0,3464.0,69323.0,3.2,24.7
7,7.0,7.0,11576.0,81032.0,,,,,1060.0,7421.0,1788.0,12516.0,1169.0,8184.0,4017.0,75317.0,,,,,892.0,6731.0,1504.0,11353.0,984.0,7424.0,3380.0,72703.0,3.2,27.9
8,8.0,8.0,11576.0,92608.0,,,,,1060.0,8481.0,1788.0,14304.0,1169.0,9353.0,4017.0,79334.0,,,,,870.0,7601.0,1467.0,12820.0,960.0,8383.0,3297.0,76000.0,3.2,31.1
9,9.0,9.0,11576.0,104184.0,,,,,1060.0,9541.0,1788.0,16092.0,1169.0,10523.0,4017.0,83351.0,,,,,849.0,8450.0,1432.0,14252.0,936.0,9319.0,3217.0,79217.0,3.2,34.3
10,10.0,10.0,11576.0,115760.0,,,,,1060.0,10602.0,1788.0,17880.0,1169.0,11692.0,4017.0,87369.0,,,,,828.0,9279.0,1397.0,15649.0,913.0,10233.0,3138.0,82355.0,3.2,37.5
11,11.0,11.0,11576.0,127336.0,,,,,1060.0,11662.0,1788.0,19668.0,1169.0,12861.0,4017.0,91386.0,,,,,808.0,10086.0,1363.0,17011.0,891.0,11124.0,3062.0,85417.0,3.2,40.7
12,12.0,12.0,11576.0,138912.0,,,,,1060.0,12722.0,1788.0,21456.0,1169.0,14030.0,4017.0,95403.0,,,,,788.0,10875.0,1329.0,18341.0,869.0,11993.0,2987.0,88404.0,3.2,43.9
13,13.0,13.0,11576.0,150488.0,,,,,1060.0,13782.0,1788.0,23244.0,1169.0,15199.0,4017.0,99421.0,,,,,769.0,11644.0,1297.0,19638.0,848.0,12841.0,2914.0,91319.0,3.2,47.1
13.14,13.14,13.14,1620.6400000000067,152108.64,,,,,148.0,13930.0,250.0,23494.0,164.0,15363.0,562.0,99983.0,,,,,107.0,11751.0,181.0,19819.0,118.0,12960.0,407.0,91725.0,0.4,47.6
post-use,13.14,14.454000000000002,0.0,152108.64,0.0,47196.0,0,0,0.0,13930.0,0.0,23494.0,0.0,15363.0,0.0,99983.0,0.0,47196.0,0,0,0.0,11751.0,0.0,19819.0,0.0,12960.0,0.0,91725.0,0.0,47.6
