period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.314,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0,0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,60000,60000,,,0.0,0.0,0.0,0.0,0.0,0.0,60000.0,60000.0,60000,60000,,,0.0,0.0,0.0,0.0,0.0,0.0,60000.0,60000.0,9.8,9.8
1,1.0,1.0,11576.0,11576.0,,,-7500,-7500,645.0,645.0,1884.0,1884.0,706.0,706.0,-4265.0,55735.0,,,-7317.0,-7317.0,629.0,629.0,1838.0,1838.0,689.0,689.0,-4161.0,55839.0,0.9,10.7
2,2.0,2.0,11576.0,23152.0,,,,,645.0,1290.0,1884.0,3768.0,706.0,1412.0,3235.0,58970.0,,,,,614.0,1243.0,1793.0,3631.0,672.0,1361.0,3079.0,58918.0,0.9,11.6
3,3.0,3.0,11576.0,34728.0,,,,,645.0,1935.0,1884.0,5652.0,706.0,2118.0,3235.0,62205.0,,,,,599.0,1842.0,1749.0,5381.0,656.0,2017.0,3004.0,61922.0,0.9,12.6
4,4.0,4.0,11576.0,46304.0,,,,,645.0,2580.0,1884.0,7536.0,706.0,2825.0,3235.0,65440.0,,,,,584.0,2426.0,1707.0,7088.0,640.0,2656.0,2931.0,64853.0,0.9,13.5
5,5.0,5.0,11576.0,57880.0,,,,,645.0,3225.0,1884.0,9420.0,706.0,3531.0,3235.0,68675.0,,,,,570.0,2996.0,1665.0,8753.0,624.0,3281.0,2859.0,67713.0,0.9,14.4
6,6.0,6.0,11576.0,69456.0,,,,,645.0,3870.0,1884.0,11304.0,706.0,4237.0,3235.0,71910.0,,,,,556.0,3552.0,1625.0,10377.0,609.0,3889.0,2790.0,70502.0,0.9,15.3
7,7.0,7.0,11576.0,81032.0,,,,,645.0,4515.0,1884.0,13188.0,706.0,4943.0,3235.0,75146.0,,,,,543.0,4095.0,1585.0,11962.0,594.0,4484.0,2722.0,73224.0,0.9,16.2
8,8.0,8.0,11576.0,92608.0,,,,,645.0,5160.0,1884.0,15072.0,706.0,5649.0,3235.0,78381.0,,,,,529.0,4624.0,1546.0,13509.0,580.0,5063.0,2655.0,75879.0,0.9,17.1
9,9.0,9.0,11576.0,104184.0,,,,,645.0,5804.0,1884.0,16956.0,706.0,6355.0,3235.0,81616.0,,,,,516.0,5141.0,1509.0,15017.0,565.0,5629.0,2590.0,78469.0,0.9,18.0
10,10.0,10.0,11576.0,115760.0,,,,,645.0,6449.0,1884.0,18840.0,706.0,7061.0,3235.0,84851.0,,,,,504.0,5645.0,1472.0,16489.0,552.0,6180.0,2527.0,80997.0,0.9,18.9
11,11.0,11.0,11576.0,127336.0,,,,,645.0,7094.0,1884.0,20724.0,706.0,7767.0,3235.0,88086.0,,,,,492.0,6136.0,1436.0,17925.0,538.0,6718.0,2466.0,83462.0,0.9,19.9
12,12.0,12.0,11576.0,138912.0,,,,,645.0,7739.0,1884.0,22608.0,706.0,8474.0,3235.0,91321.0,,,,,480.0,6616.0,1401.0,19326.0,525.0,7243.0,2405.0,85868.0,0.9,20.8
13,13.0,13.0,11576.0,150488.0,,,,,645.0,8384.0,1884.0,24492.0,706.0,9180.0,3235.0,94556.0,,,,,468.0,7084.0,1367.0,20692.0,512.0,7756.0,2347.0,88214.0,0.9,21.7
13.14,13.14,13.14,1620.6400000000067,152108.64,,,,,90.0,8475.0,264.0,24756.0,99.0,9279.0,453.0,95009.0,,,,,65.0,7149.0,191.0,20883.0,71.0,7827.0,327.0,88542.0,0.1,21.8
post-use,13.14,14.454000000000002,0.0,152108.64,0,60000,0,-7500,0.0,8475.0,0.0,24756.0,0.0,9279.0,0.0,95009.0,0,60000,0.0,-7317.0,0.0,7149.0,0.0,20883.0,0.0,7827.0,0.0,88542.0,0.0,21.8
