period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.314,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0,0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,29000,29000,,,0.0,0.0,0.0,0.0,0.0,0.0,29000.0,29000.0,29000,29000,,,0.0,0.0,0.0,0.0,0.0,0.0,29000.0,29000.0,9.8,9.8
1,1.0,1.0,11576.0,11576.0,,,-7500,-7500,422.0,422.0,1884.0,1884.0,706.0,706.0,-4488.0,24512.0,,,-7317.0,-7317.0,412.0,412.0,1838.0,1838.0,689.0,689.0,-4379.0,24621.0,1.3,11.2
2,2.0,2.0,11576.0,23152.0,,,,,422.0,844.0,1884.0,3768.0,706.0,1412.0,3012.0,27524.0,,,,,401.0,813.0,1793.0,3631.0,672.0,1361.0,2867.0,27488.0,1.3,12.5
3,3.0,3.0,11576.0,34728.0,,,,,422.0,1265.0,1884.0,5652.0,706.0,2118.0,3012.0,30536.0,,,,,392.0,1205.0,1749.0,5381.0,656.0,2017.0,2797.0,30285.0,1.3,13.8
4,4.0,4.0,11576.0,46304.0,,,,,422.0,1687.0,1884.0,7536.0,706.0,2825.0,3012.0,33548.0,,,,,382.0,1587.0,1707.0,7088.0,640.0,2656.0,2729.0,33014.0,1.3,15.2
5,5.0,5.0,11576.0,57880.0,,,,,422.0,2109.0,1884.0,9420.0,706.0,3531.0,3012.0,36560.0,,,,,373.0,1960.0,1665.0,8753.0,624.0,3281.0,2662.0,35676.0,1.3,16.5
6,6.0,6.0,11576.0,69456.0,,,,,422.0,2531.0,1884.0,11304.0,706.0,4237.0,3012.0,39572.0,,,,,364.0,2323.0,1625.0,10377.0,609.0,3889.0,2597.0,38273.0,1.3,17.8
7,7.0,7.0,11576.0,81032.0,,,,,422.0,2953.0,1884.0,13188.0,706.0,4943.0,3012.0,42583.0,,,,,355.0,2678.0,1585.0,11962.0,594.0,4484.0,2534.0,40807.0,1.3,19.2
8,8.0,8.0,11576.0,92608.0,,,,,422.0,3374.0,1884.0,15072.0,706.0,5649.0,3012.0,45595.0,,,,,346.0,3024.0,1546.0,13509.0,580.0,5063.0,2472.0,43279.0,1.3,20.5
9,9.0,9.0,11576.0,104184.0,,,,,422.0,3796.0,1884.0,16956.0,706.0,6355.0,3012.0,48607.0,,,,,338.0,3362.0,1509.0,15017.0,565.0,5629.0,2412.0,45691.0,1.3,21.8
10,10.0,10.0,11576.0,115760.0,,,,,422.0,4218.0,1884.0,18840.0,706.0,7061.0,3012.0,51619.0,,,,,329.0,3692.0,1472.0,16489.0,552.0,6180.0,2353.0,48043.0,1.3,23.2
11,11.0,11.0,11576.0,127336.0,,,,,422.0,4640.0,1884.0,20724.0,706.0,7767.0,3012.0,54631.0,,,,,321.0,4013.0,1436.0,17925.0,538.0,6718.0,2296.0,50339.0,1.3,24.5
12,12.0,12.0,11576.0,138912.0,,,,,422.0,5061.0,1884.0,22608.0,706.0,8474.0,3012.0,57643.0,,,,,314.0,4327.0,1401.0,19326.0,525.0,7243.0,2240.0,52579.0,1.3,25.9
13,13.0,13.0,11576.0,150488.0,,,,,422.0,5483.0,1884.0,24492.0,706.0,9180.0,3012.0,60655.0,,,,,306.0,4633.0,1367.0,20692.0,512.0,7756.0,2185.0,54763.0,1.3,27.2
13.14,13.14,13.14,1620.6400000000067,152108.64,,,,,59.0,5542.0,264.0,24756.0,99.0,9279.0,422.0,61077.0,,,,,43.0,4675.0,191.0,20883.0,71.0,7827.0,305.0,55068.0,0.2,27.4
post-use,13.14,14.454000000000002,0.0,152108.64,0,29000,0,-7500,0.0,5542.0,0.0,24756.0,0.0,9279.0,0.0,61077.0,0,29000,0.0,-7317.0,0.0,4675.0,0.0,20883.0,0.0,7827.0,0.0,55068.0,0.0,27.4
